Drug_ID,Drug_Name,Drug_Generic_Name,Drug_Manufacture_Name,Drug_Form,Drug_Strength
23690,TRIAMCINOLONE,TRIAMCINOLONE,USA,TABLET;ORAL,4MG
23691,TRIAMCINOLONE,TRIAMCINOLONE,USA,TABLET;ORAL,8MG
23692,PROBENECID AND COLCHICINE,COLCHICINE; PROBENECID,USA,TABLET;ORAL,0.5MG;500MG
23693,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,750MG
23694,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,USA,TABLET;ORAL,50MG
23695,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,USA,TABLET;ORAL,25MG
23696,NITROFURANTOIN,NITROFURANTOIN,USA,CAPSULE;ORAL,50MG
23697,NITROFURANTOIN,NITROFURANTOIN,USA,CAPSULE;ORAL,100MG
23698,DEXAMETHASONE,DEXAMETHASONE,USA,TABLET;ORAL,0.75MG
23699,MEPROBAMATE,MEPROBAMATE,USA,TABLET;ORAL,600MG
23700,METHYLTESTOSTERONE,METHYLTESTOSTERONE,USA,TABLET;ORAL,10MG
23701,METHYLTESTOSTERONE,METHYLTESTOSTERONE,USA,TABLET;ORAL,25MG
23702,MEPROBAMATE,MEPROBAMATE,USA,TABLET;ORAL,600MG
23703,PHENYLBUTAZONE,PHENYLBUTAZONE,USA,TABLET;ORAL,100MG
23704,TRIAMCINOLONE,TRIAMCINOLONE,USA,TABLET;ORAL,4MG
23705,PREDNISONE,PREDNISONE,USA,TABLET;ORAL,10MG
23706,DEXACEN-4,DEXAMETHASONE SODIUM PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 4MG PHOSPHATE/ML
23707,KENALOG,TRIAMCINOLONE ACETONIDE,USA,LOTION;TOPICAL,0.03%
23708,KENALOG,TRIAMCINOLONE ACETONIDE,USA,LOTION;TOPICAL,0.10%
23709,DILANTIN,PHENYTOIN SODIUM,USA,CAPSULE;ORAL,30MG EXTENDED
23710,DILANTIN,PHENYTOIN SODIUM,USA,CAPSULE;ORAL,100MG EXTENDED
23711,BROMPHENIRAMINE MALEATE,BROMPHENIRAMINE MALEATE,USA,TABLET;ORAL,4MG
23712,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,USA,TABLET;ORAL,5MG
23713,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 4MG PHOSPHATE/ML
23714,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,500MG
23715,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,USA,TABLET;ORAL,300MG;30MG
23716,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,USA,TABLET;ORAL,20MG
23717,GLUTETHIMIDE,GLUTETHIMIDE,USA,TABLET;ORAL,500MG
23718,TRIHEXYPHENIDYL HYDROCHLORIDE,TRIHEXYPHENIDYL HYDROCHLORIDE,USA,TABLET;ORAL,2MG
23719,TRIHEXYPHENIDYL HYDROCHLORIDE,TRIHEXYPHENIDYL HYDROCHLORIDE,USA,TABLET;ORAL,5MG
23720,TRANMEP,MEPROBAMATE,USA,TABLET;ORAL,400MG
23721,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,USA,TABLET;ORAL,10MG
23722,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,USA,TABLET;ORAL,10MG
23723,MECLIZINE HYDROCHLORIDE,MECLIZINE HYDROCHLORIDE,USA,TABLET;ORAL,12.5MG
23724,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,USA,TABLET;ORAL,25MG
23725,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,USA,TABLET;ORAL,25MG
23726,SULFISOXAZOLE,SULFISOXAZOLE,USA,TABLET;ORAL,500MG
23727,DIGOXIN,DIGOXIN,USA,INJECTABLE;INJECTION,0.25MG/ML
23728,NITROFURAZONE,NITROFURAZONE,USA,OINTMENT;TOPICAL,0.20%
23729,SELENIUM SULFIDE,SELENIUM SULFIDE,USA,LOTION/SHAMPOO;TOPICAL,2.50%
23730,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,USA,TABLET;ORAL,35MG
23731,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,USA,TABLET;ORAL,35MG
23732,TESTOSTERONE CYPIONATE,TESTOSTERONE CYPIONATE,USA,INJECTABLE;INJECTION,100MG/ML
23733,TESTOSTERONE CYPIONATE,TESTOSTERONE CYPIONATE,USA,INJECTABLE;INJECTION,200MG/ML
23734,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,USA,TABLET;ORAL,5MG
23735,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,375MG
23736,TRIAMCINOLONE,TRIAMCINOLONE,USA,TABLET;ORAL,2MG
23737,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,USA,TABLET;ORAL,10MG
23738,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,USA,TABLET;ORAL,50MG
23739,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,USA,TABLET;ORAL,100MG
23740,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,USA,TABLET;ORAL,200MG
23741,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,USA,TABLET;ORAL,10MG
23742,CHLORPROMAZINE HYDROCHLORIDE,CHLORPROMAZINE HYDROCHLORIDE,USA,TABLET;ORAL,25MG
23743,PREDNISONE,PREDNISONE,USA,TABLET;ORAL,20MG
23744,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM,USA,CAPSULE;ORAL,100MG
23745,PROMAPAR,CHLORPROMAZINE HYDROCHLORIDE,USA,TABLET;ORAL,25MG
23746,PREDNISOLONE,PREDNISOLONE,USA,TABLET;ORAL,5MG
23747,DILANTIN,PHENYTOIN,USA,"TABLET, CHEWABLE;ORAL",50MG
23748,PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE,USA,TABLET;ORAL,15MG
23749,MEPROBAMATE,MEPROBAMATE,USA,TABLET;ORAL,200MG
23750,ESTRAGUARD,DIENESTROL,USA,CREAM;VAGINAL,0.01%
23751,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,USA,TABLET;ORAL,25MG
23752,MEPROBAMATE,MEPROBAMATE,USA,TABLET;ORAL,400MG
23753,PREDNISOLONE,PREDNISOLONE,USA,TABLET;ORAL,1MG
23754,PREDNISOLONE,PREDNISOLONE,USA,TABLET;ORAL,2.5MG
23755,PREDNISOLONE,PREDNISOLONE,USA,TABLET;ORAL,5MG
23756,PREDNISONE,PREDNISONE,USA,TABLET;ORAL,1MG
23757,PREDNISONE,PREDNISONE,USA,TABLET;ORAL,2.5MG
23758,PREDNISONE,PREDNISONE,USA,TABLET;ORAL,5MG
23759,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,USA,TABLET;ORAL,25MG
23760,PROBENECID,PROBENECID,USA,TABLET;ORAL,500MG
23761,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,USA,TABLET;ORAL,10MG
23762,PHENAPHEN W/ CODEINE NO. 2,ACETAMINOPHEN; CODEINE PHOSPHATE,USA,CAPSULE;ORAL,325MG;15MG
23763,PHENAPHEN W/ CODEINE NO. 3,ACETAMINOPHEN; CODEINE PHOSPHATE,USA,CAPSULE;ORAL,325MG;30MG
23764,PHENAPHEN W/ CODEINE NO. 4,ACETAMINOPHEN; CODEINE PHOSPHATE,USA,CAPSULE;ORAL,325MG;60MG
23765,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,500MG
23766,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,750MG
23767,DEXAMETHASONE,DEXAMETHASONE,USA,TABLET;ORAL,0.75MG
23768,ETHCHLORVYNOL,ETHCHLORVYNOL,USA,CAPSULE;ORAL,100MG
23769,ETHCHLORVYNOL,ETHCHLORVYNOL,USA,CAPSULE;ORAL,200MG
23770,ETHCHLORVYNOL,ETHCHLORVYNOL,USA,CAPSULE;ORAL,500MG
23771,ETHCHLORVYNOL,ETHCHLORVYNOL,USA,CAPSULE;ORAL,750MG
23772,HYDROCHLOROTHIAZIDE W/ RESERPINE,HYDROCHLOROTHIAZIDE; RESERPINE,USA,TABLET;ORAL,25MG;0.125MG
23773,HYDROCHLOROTHIAZIDE W/ RESERPINE,HYDROCHLOROTHIAZIDE; RESERPINE,USA,TABLET;ORAL,50MG;0.125MG
23774,BROMPHENIRAMINE MALEATE,BROMPHENIRAMINE MALEATE,USA,TABLET;ORAL,4MG
23775,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,USA,TABLET;ORAL,50MG
23776,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,750MG
23777,FOLIC ACID,FOLIC ACID,USA,TABLET;ORAL,1MG
23778,DOMEBORO,"ACETIC ACID, GLACIAL; ALUMINUM ACETATE",USA,SOLUTION/DROPS;OTIC,2%;0.79%
23779,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,USA,SYRUP;ORAL,10MG/5ML
23780,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,750MG
23781,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE,USA,CAPSULE;ORAL,30MG
23782,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,500MG
23783,PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,USA,INJECTABLE;INJECTION,50MG/ML
23784,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 4MG PHOSPHATE/ML
23785,ACETAZOLAMIDE,ACETAZOLAMIDE,USA,TABLET;ORAL,250MG
23786,ESTRACE,ESTRADIOL,USA,TABLET;ORAL,1MG
23787,ESTRACE,ESTRADIOL,USA,TABLET;ORAL,2MG
23788,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,USA,TABLET;ORAL,50MG
23789,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,USA,TABLET;ORAL,25MG
23790,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,USA,CAPSULE;ORAL,10MG
23791,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,USA,CAPSULE;ORAL,25MG
23792,PROMAZINE HYDROCHLORIDE,PROMAZINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,25MG/ML
23793,DILOR,DYPHYLLINE,USA,TABLET;ORAL,200MG
23794,PROMAZINE HYDROCHLORIDE,PROMAZINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,50MG/ML
23795,DIPHENHYDRAMINE HYDROCHLORIDE,DIPHENHYDRAMINE HYDROCHLORIDE,USA,CAPSULE;ORAL,25MG
23796,AMINOPHYLLINE,AMINOPHYLLINE,USA,"TABLET, DELAYED RELEASE;ORAL",200MG
23797,AMINOPHYLLINE,AMINOPHYLLINE,USA,"TABLET, DELAYED RELEASE;ORAL",100MG
23798,AMINOPHYLLINE,AMINOPHYLLINE,USA,TABLET;ORAL,100MG
23799,BENZYL BENZOATE,BENZYL BENZOATE,USA,EMULSION;TOPICAL,50%
23800,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,USA,TABLET;ORAL,50MG
23801,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,USA,TABLET;ORAL,50MG
23802,AMINOPHYLLINE,AMINOPHYLLINE,USA,TABLET;ORAL,100MG
23803,PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE,USA,TABLET;ORAL,15MG
23804,PREDNISOLONE,PREDNISOLONE,USA,TABLET;ORAL,5MG
23805,PROPYLTHIOURACIL,PROPYLTHIOURACIL,USA,TABLET;ORAL,50MG
23806,MEPROBAMATE,MEPROBAMATE,USA,TABLET;ORAL,200MG
23807,MEPROBAMATE,MEPROBAMATE,USA,TABLET;ORAL,400MG
23808,QUINIDINE SULFATE,QUINIDINE SULFATE,USA,TABLET;ORAL,200MG
23809,PROPOXYPHENE HYDROCHLORIDE,PROPOXYPHENE HYDROCHLORIDE,USA,CAPSULE;ORAL,65MG
23810,AMINOPHYLLINE,AMINOPHYLLINE,USA,TABLET;ORAL,100MG
23811,AMINOPHYLLINE,AMINOPHYLLINE,USA,TABLET;ORAL,200MG
23812,COMPOUND 65,ASPIRIN; CAFFEINE; PROPOXYPHENE HYDROCHLORIDE,USA,CAPSULE;ORAL,389MG;32.4MG;65MG
23813,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,USA,TABLET;ORAL,25MG
23814,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,USA,TABLET;ORAL,12.5MG
23815,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,USA,TABLET;ORAL,50MG
23816,THEOLIXIR,THEOPHYLLINE,USA,ELIXIR;ORAL,80MG/15ML
23817,SODIUM PENTOBARBITAL,PENTOBARBITAL SODIUM,USA,CAPSULE;ORAL,100MG
23818,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM,USA,CAPSULE;ORAL,100MG
23819,AMINOPHYLLINE,AMINOPHYLLINE,USA,TABLET;ORAL,200MG
23820,LUFYLLIN,DYPHYLLINE,USA,TABLET;ORAL,200MG
23821,LUFYLLIN,DYPHYLLINE,USA,TABLET;ORAL,400MG
23822,AMINOPHYLLINE,AMINOPHYLLINE,USA,INJECTABLE;INJECTION,25MG/ML
23823,DERMACORT,HYDROCORTISONE,USA,LOTION;TOPICAL,0.50%
23824,AMINOPHYLLINE,AMINOPHYLLINE,USA,TABLET;ORAL,100MG
23825,AMINOPHYLLINE,AMINOPHYLLINE,USA,"TABLET, DELAYED RELEASE;ORAL",200MG
23826,AMINOPHYLLINE,AMINOPHYLLINE,USA,TABLET;ORAL,200MG
23827,AMINOPHYLLINE,AMINOPHYLLINE,USA,"TABLET, DELAYED RELEASE;ORAL",100MG
23828,LANOPHYLLIN,THEOPHYLLINE,USA,ELIXIR;ORAL,80MG/15ML
23829,RESERPINE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; RESERPINE,USA,TABLET;ORAL,50MG;0.125MG
23830,RESERPINE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; RESERPINE,USA,TABLET;ORAL,25MG;0.125MG
23831,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,USA,TABLET;ORAL,100MG
23832,AMINOPHYLLINE,AMINOPHYLLINE,USA,TABLET;ORAL,100MG
23833,AMINOPHYLLINE,AMINOPHYLLINE,USA,TABLET;ORAL,200MG
23834,MEPROBAMATE,MEPROBAMATE,USA,TABLET;ORAL,400MG
23835,SODIUM PENTOBARBITAL,PENTOBARBITAL SODIUM,USA,CAPSULE;ORAL,100MG
23836,PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,25MG/ML
23837,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,375MG
23838,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,10MG
23839,DICYCLOMINE HYDROCHLORIDE,DICYCLOMINE HYDROCHLORIDE,USA,TABLET;ORAL,20MG
23840,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,10MG
23841,HYDROCHLOROTHIAZIDE W/ RESERPINE,HYDROCHLOROTHIAZIDE; RESERPINE,USA,TABLET;ORAL,50MG;0.125MG
23842,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,250MG
23843,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,500MG
23844,DEXAMETHASONE,DEXAMETHASONE,USA,TABLET;ORAL,1.5MG
23845,DEXAMETHASONE,DEXAMETHASONE,USA,TABLET;ORAL,0.5MG
23846,DEXAMETHASONE,DEXAMETHASONE,USA,TABLET;ORAL,4MG
23847,DEXAMETHASONE,DEXAMETHASONE,USA,TABLET;ORAL,0.75MG
23848,DEXAMETHASONE,DEXAMETHASONE,USA,TABLET;ORAL,0.25MG
23849,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,750MG
23850,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,500MG
23851,DRALSERP,HYDRALAZINE HYDROCHLORIDE; RESERPINE,USA,TABLET;ORAL,25MG;0.1MG
23852,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,10MG
23853,LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE,LIDOCAINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,1%
23854,LIDOCAINE HYDROCHLORIDE PRESERVATIVE FREE,LIDOCAINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,2%
23855,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,4%
23856,QUINIDINE SULFATE,QUINIDINE SULFATE,USA,TABLET;ORAL,200MG
23857,HYDROXOMIN,HYDROXOCOBALAMIN,USA,INJECTABLE;INJECTION,1MG/ML
23858,QUINIDINE SULFATE,QUINIDINE SULFATE,USA,TABLET;ORAL,200MG
23859,AMINOPHYLLINE,AMINOPHYLLINE,USA,"TABLET, DELAYED RELEASE;ORAL",100MG
23860,PREDNISONE,PREDNISONE,USA,TABLET;ORAL,20MG
23861,CHLORDIAZACHEL,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,10MG
23862,DIPHEN,DIPHENHYDRAMINE HYDROCHLORIDE,USA,ELIXIR;ORAL,12.5MG/5ML
23863,METHYLTESTOSTERONE,METHYLTESTOSTERONE,USA,TABLET;ORAL,25MG
23864,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,5MG
23865,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,25MG
23866,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,500MG
23867,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,750MG
23868,CHLOROTRIANISENE,CHLOROTRIANISENE,USA,CAPSULE;ORAL,12MG
23869,PREDNICEN-M,PREDNISONE,USA,TABLET;ORAL,5MG
23870,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,USA,TABLET;ORAL,300MG;30MG
23871,MECLIZINE HYDROCHLORIDE,MECLIZINE HYDROCHLORIDE,USA,TABLET;ORAL,25MG
23872,MECLIZINE HYDROCHLORIDE,MECLIZINE HYDROCHLORIDE,USA,TABLET;ORAL,12.5MG
23873,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,USA,TABLET;ORAL,50MG
23874,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,USA,TABLET;ORAL,300MG;15MG
23875,PREDNISONE,PREDNISONE,USA,TABLET;ORAL,5MG
23876,RESERPINE,RESERPINE,USA,TABLET;ORAL,0.25MG
23877,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,USA,TABLET;ORAL,300MG;60MG
23878,CHLORPROPAMIDE,CHLORPROPAMIDE,USA,TABLET;ORAL,250MG
23879,AMINOPHYLLINE,AMINOPHYLLINE,USA,TABLET;ORAL,100MG
23880,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,500MG
23881,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM,USA,CAPSULE;ORAL,100MG
23882,SODIUM PENTOBARBITAL,PENTOBARBITAL SODIUM,USA,CAPSULE;ORAL,100MG
23883,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,5MG
23884,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,25MG
23885,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,25MG
23886,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,USA,TABLET;ORAL,25MG
23887,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,500MG
23888,ISOCAINE HYDROCHLORIDE W/ LEVONORDEFRIN,LEVONORDEFRIN; MEPIVACAINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,0.05MG/ML;2%
23889,NUTRACORT,HYDROCORTISONE,USA,GEL;TOPICAL,1%
23890,AMINOPHYLLINE,AMINOPHYLLINE,USA,TABLET;ORAL,100MG
23891,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,10MG
23892,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,USA,TABLET;ORAL,5MG
23893,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,25MG
23894,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,5MG
23895,TRIAMCINOLONE,TRIAMCINOLONE,USA,TABLET;ORAL,8MG
23896,TRIAMCINOLONE,TRIAMCINOLONE,USA,TABLET;ORAL,2MG
23897,TRIAMCINOLONE,TRIAMCINOLONE,USA,TABLET;ORAL,4MG
23898,OGEN,ESTROPIPATE,USA,CREAM;VAGINAL,1.5MG/GM
23899,BETHANECHOL CHLORIDE,BETHANECHOL CHLORIDE,USA,TABLET;ORAL,10MG
23900,HYDRO-RESERP,HYDROCHLOROTHIAZIDE; RESERPINE,USA,TABLET;ORAL,50MG;0.125MG
23901,PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,USA,INJECTABLE;INJECTION,25MG/ML
23902,PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,USA,INJECTABLE;INJECTION,50MG/ML
23903,SARISOL NO. 1,BUTABARBITAL SODIUM,USA,TABLET;ORAL,15MG
23904,SARISOL NO. 2,BUTABARBITAL SODIUM,USA,TABLET;ORAL,30MG
23905,ALPHACAINE HYDROCHLORIDE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,0.01MG/ML;2%
23906,ALPHACAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,2%
23907,SARISOL,BUTABARBITAL SODIUM,USA,ELIXIR;ORAL,30MG/5ML
23908,THEOPHYL-225,THEOPHYLLINE,USA,TABLET;ORAL,225MG
23909,LIDOCATON,LIDOCAINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,2%
23910,LIDOCATON,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,0.02MG/ML;2%
23911,LIDOCATON,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,0.01MG/ML;2%
23912,THEOPHYLLINE,THEOPHYLLINE,USA,CAPSULE;ORAL,200MG
23913,THEOPHYLLINE,THEOPHYLLINE,USA,CAPSULE;ORAL,100MG
23914,THEOPHYLLINE,THEOPHYLLINE,USA,CAPSULE;ORAL,250MG
23915,ALPHACAINE HYDROCHLORIDE W/ EPINEPHRINE,EPINEPHRINE; LIDOCAINE HYDROCHLORIDE,USA,INJECTABLE;INJECTION,0.02MG/ML;2%
23916,APRESAZIDE,HYDRALAZINE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE,USA,CAPSULE;ORAL,25MG;25MG
23917,CINNASIL,RESCINNAMINE,USA,CAPSULE;ORAL,0.5MG
23918,HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE,USA,INJECTABLE;INJECTION,EQ 250MG BASE/VIAL
23919,HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE,USA,INJECTABLE;INJECTION,EQ 100MG BASE/VIAL
23920,HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE,USA,INJECTABLE;INJECTION,EQ 100MG BASE/VIAL
23921,THEOPHYLLINE,THEOPHYLLINE,USA,ELIXIR;ORAL,80MG/15ML
23922,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,USA,TABLET;ORAL,35MG
23923,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,USA,TABLET;ORAL,35MG
23924,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,USA,TABLET;ORAL,35MG
23925,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,USA,TABLET;ORAL,35MG
23926,MEPROBAMATE,MEPROBAMATE,USA,TABLET;ORAL,200MG
23927,MEPROBAMATE,MEPROBAMATE,USA,TABLET;ORAL,400MG
23928,HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE,USA,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL
23929,HYDROCORTISONE SODIUM SUCCINATE,HYDROCORTISONE SODIUM SUCCINATE,USA,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL
23930,DILOR-400,DYPHYLLINE,USA,TABLET;ORAL,400MG
23931,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,USA,INJECTABLE;INJECTION,EQ 4MG PHOSPHATE/ML
23932,DEXAMETHASONE,DEXAMETHASONE,USA,ELIXIR;ORAL,0.5MG/5ML
23933,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,750MG
23934,METHOCARBAMOL,METHOCARBAMOL,USA,TABLET;ORAL,500MG
23935,SECOBARBITAL SODIUM,SECOBARBITAL SODIUM,USA,CAPSULE;ORAL,100MG
23936,DEXAMETHASONE,DEXAMETHASONE,USA,TABLET;ORAL,1.5MG
23937,DEXAMETHASONE,DEXAMETHASONE,USA,TABLET;ORAL,0.25MG
23938,DEXAMETHASONE,DEXAMETHASONE,USA,TABLET;ORAL,0.75MG
23939,DEXAMETHASONE,DEXAMETHASONE,USA,TABLET;ORAL,0.5MG
23940,DIMENHYDRINATE,DIMENHYDRINATE,USA,INJECTABLE;INJECTION,50MG/ML
23941,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,5MG
23942,CHLORDIAZEPOXIDE HYDROCHLORIDE,CHLORDIAZEPOXIDE HYDROCHLORIDE,USA,CAPSULE;ORAL,25MG
